songs,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
,,0.678,0.668,2,-8.429,0,0.0496,0.0435,0,0.0924,0.818,116.645,audio_features,4k6kTLHeSTvtG1vSOGOPEx,spotify:track:4k6kTLHeSTvtG1vSOGOPEx,https://api.spotify.com/v1/tracks/4k6kTLHeSTvtG1vSOGOPEx,https://api.spotify.com/v1/audio-analysis/4k6kTLHeSTvtG1vSOGOPEx,181960,4
,,0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-05,0.216,0.8,147.964,audio_features,4lJ6YVXQ0jUk5ILu0PSrA4,spotify:track:4lJ6YVXQ0jUk5ILu0PSrA4,https://api.spotify.com/v1/tracks/4lJ6YVXQ0jUk5ILu0PSrA4,https://api.spotify.com/v1/audio-analysis/4lJ6YVXQ0jUk5ILu0PSrA4,214080,4
,,0.652,0.815,1,-5.822,0,0.054,0.0122,0,0.537,0.508,122.004,audio_features,5e0Xn77Lacf6F8kjlDTYd0,spotify:track:5e0Xn77Lacf6F8kjlDTYd0,https://api.spotify.com/v1/tracks/5e0Xn77Lacf6F8kjlDTYd0,https://api.spotify.com/v1/audio-analysis/5e0Xn77Lacf6F8kjlDTYd0,253253,4
,,0.451,0.523,7,-5.53,1,0.0905,0.382,0,0.0752,0.393,186.056,audio_features,5rI62NPoTQ1qxvqbgUy2sN,spotify:track:5rI62NPoTQ1qxvqbgUy2sN,https://api.spotify.com/v1/tracks/5rI62NPoTQ1qxvqbgUy2sN,https://api.spotify.com/v1/audio-analysis/5rI62NPoTQ1qxvqbgUy2sN,278947,3
,,0.674,0.686,2,-11.927,1,0.0597,0.29,0.00322,0.189,0.814,124.204,audio_features,4DhbiXEuV7JxSR0wuqetTa,spotify:track:4DhbiXEuV7JxSR0wuqetTa,https://api.spotify.com/v1/tracks/4DhbiXEuV7JxSR0wuqetTa,https://api.spotify.com/v1/audio-analysis/4DhbiXEuV7JxSR0wuqetTa,187173,4
,,0.437,0.373,0,-14.846,1,0.028,0.261,1.2e-06,0.0984,0.355,93.519,audio_features,4ZYCwq1EMPY5zZt195ARWg,spotify:track:4ZYCwq1EMPY5zZt195ARWg,https://api.spotify.com/v1/tracks/4ZYCwq1EMPY5zZt195ARWg,https://api.spotify.com/v1/audio-analysis/4ZYCwq1EMPY5zZt195ARWg,187667,4
,,0.646,0.574,7,-9.352,1,0.0285,0.602,4.19e-05,0.135,0.933,135.175,audio_features,0uZs7p6cbEUNwGMdfNj9Kk,spotify:track:0uZs7p6cbEUNwGMdfNj9Kk,https://api.spotify.com/v1/tracks/0uZs7p6cbEUNwGMdfNj9Kk,https://api.spotify.com/v1/audio-analysis/0uZs7p6cbEUNwGMdfNj9Kk,213267,4
,,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,audio_features,62bOmKYxYg7dhrC6gH9vFn,spotify:track:62bOmKYxYg7dhrC6gH9vFn,https://api.spotify.com/v1/tracks/62bOmKYxYg7dhrC6gH9vFn,https://api.spotify.com/v1/audio-analysis/62bOmKYxYg7dhrC6gH9vFn,200400,4
,,0.436,0.33,10,-10.288,1,0.031,0.198,1.07e-05,0.217,0.107,117.651,audio_features,16oLDPzdNQztj2dF0RfdaO,spotify:track:16oLDPzdNQztj2dF0RfdaO,https://api.spotify.com/v1/tracks/16oLDPzdNQztj2dF0RfdaO,https://api.spotify.com/v1/audio-analysis/16oLDPzdNQztj2dF0RfdaO,186867,4
,,0.565,0.672,6,-12.446,1,0.0325,0.0474,0.00248,0.125,0.743,134.932,audio_features,1TE4S9kqvml9o8JpPR8kBf,spotify:track:1TE4S9kqvml9o8JpPR8kBf,https://api.spotify.com/v1/tracks/1TE4S9kqvml9o8JpPR8kBf,https://api.spotify.com/v1/audio-analysis/1TE4S9kqvml9o8JpPR8kBf,237400,4
,,0.787,0.655,6,-8.339,0,0.0431,0.238,0.000171,0.138,0.65,102.485,audio_features,6shRGWCtBUOPFLFTTqXZIC,spotify:track:6shRGWCtBUOPFLFTTqXZIC,https://api.spotify.com/v1/tracks/6shRGWCtBUOPFLFTTqXZIC,https://api.spotify.com/v1/audio-analysis/6shRGWCtBUOPFLFTTqXZIC,208653,4
,,0.465,0.147,2,-15.472,1,0.0298,0.882,3.09e-05,0.134,0.197,88.931,audio_features,39IGBhszdamLErnDoOlovS,spotify:track:39IGBhszdamLErnDoOlovS,https://api.spotify.com/v1/tracks/39IGBhszdamLErnDoOlovS,https://api.spotify.com/v1/audio-analysis/39IGBhszdamLErnDoOlovS,226813,4
,,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
,,0.821,0.675,7,-6.661,0,0.0709,0.228,0.019,0.0765,0.554,116.013,audio_features,0tQbj8oxfQNubWgZBybkh7,spotify:track:0tQbj8oxfQNubWgZBybkh7,https://api.spotify.com/v1/tracks/0tQbj8oxfQNubWgZBybkh7,https://api.spotify.com/v1/audio-analysis/0tQbj8oxfQNubWgZBybkh7,277324,4
,,0.582,0.689,7,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166,audio_features,6V50MyHPGhEmwYu0Wdyf0t,spotify:track:6V50MyHPGhEmwYu0Wdyf0t,https://api.spotify.com/v1/tracks/6V50MyHPGhEmwYu0Wdyf0t,https://api.spotify.com/v1/audio-analysis/6V50MyHPGhEmwYu0Wdyf0t,297853,4
,,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,audio_features,0vg4WnUWvze6pBOJDTq99k,spotify:track:0vg4WnUWvze6pBOJDTq99k,https://api.spotify.com/v1/tracks/0vg4WnUWvze6pBOJDTq99k,https://api.spotify.com/v1/audio-analysis/0vg4WnUWvze6pBOJDTq99k,209493,4
,,0.55,0.914,8,-2.831,1,0.0425,3.53e-05,0.322,0.0894,0.825,134.958,audio_features,56h3v9zaotemQ0NB21dlkg,spotify:track:56h3v9zaotemQ0NB21dlkg,https://api.spotify.com/v1/tracks/56h3v9zaotemQ0NB21dlkg,https://api.spotify.com/v1/audio-analysis/56h3v9zaotemQ0NB21dlkg,233840,4
,,0.704,0.678,2,-9.121,0,0.0295,0.143,0,0.119,0.977,125.185,audio_features,7d1ustAIlXG7ht5Q4IOv7s,spotify:track:7d1ustAIlXG7ht5Q4IOv7s,https://api.spotify.com/v1/tracks/7d1ustAIlXG7ht5Q4IOv7s,https://api.spotify.com/v1/audio-analysis/7d1ustAIlXG7ht5Q4IOv7s,166400,4
,,0.684,0.797,0,-5.406,0,0.361,0.0457,3.72e-06,0.275,0.565,84.012,audio_features,684c3GEBYgNYtlrCkWGFVw,spotify:track:684c3GEBYgNYtlrCkWGFVw,https://api.spotify.com/v1/tracks/684c3GEBYgNYtlrCkWGFVw,https://api.spotify.com/v1/audio-analysis/684c3GEBYgNYtlrCkWGFVw,234813,4
,,0.569,0.491,2,-8.816,0,0.0375,0.357,0.000172,0.0744,0.0843,139.898,audio_features,5AV1Z0TJEFBWiyHVg6P4Nb,spotify:track:5AV1Z0TJEFBWiyHVg6P4Nb,https://api.spotify.com/v1/tracks/5AV1Z0TJEFBWiyHVg6P4Nb,https://api.spotify.com/v1/audio-analysis/5AV1Z0TJEFBWiyHVg6P4Nb,159000,4
,,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,audio_features,0GjEhVFGZW8afUYGChu3Rr,spotify:track:0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,230400,4
,,0.605,0.713,9,-12.679,1,0.0401,0.0683,0.00882,0.154,0.553,109.919,audio_features,7uCZY4H10zmzAgybEQkfmL,spotify:track:7uCZY4H10zmzAgybEQkfmL,https://api.spotify.com/v1/tracks/7uCZY4H10zmzAgybEQkfmL,https://api.spotify.com/v1/audio-analysis/7uCZY4H10zmzAgybEQkfmL,252693,4
,,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,audio_features,4tYFy8ALRjIZvnvSLw5lxN,spotify:track:4tYFy8ALRjIZvnvSLw5lxN,https://api.spotify.com/v1/tracks/4tYFy8ALRjIZvnvSLw5lxN,https://api.spotify.com/v1/audio-analysis/4tYFy8ALRjIZvnvSLw5lxN,227629,4
,,0.774,0.653,8,-5.158,0,0.05,0.0912,0,0.151,0.818,120.01,audio_features,4yHFxB8kzzeuNvoouR8N0N,spotify:track:4yHFxB8kzzeuNvoouR8N0N,https://api.spotify.com/v1/tracks/4yHFxB8kzzeuNvoouR8N0N,https://api.spotify.com/v1/audio-analysis/4yHFxB8kzzeuNvoouR8N0N,244267,4
,,0.354,0.0895,3,-18.445,1,0.0331,0.939,5.38e-05,0.163,0.419,80.468,audio_features,4JhTLQTfRwewUK2XpvFwai,spotify:track:4JhTLQTfRwewUK2XpvFwai,https://api.spotify.com/v1/tracks/4JhTLQTfRwewUK2XpvFwai,https://api.spotify.com/v1/audio-analysis/4JhTLQTfRwewUK2XpvFwai,152533,4
,,0.354,0.472,5,-13.215,0,0.0464,0.449,0,0.28,0.541,96.026,audio_features,33yeTx321qQCaLyh2nE6BY,spotify:track:33yeTx321qQCaLyh2nE6BY,https://api.spotify.com/v1/tracks/33yeTx321qQCaLyh2nE6BY,https://api.spotify.com/v1/audio-analysis/33yeTx321qQCaLyh2nE6BY,149040,4
,,0.612,0.523,5,-11.425,1,0.0321,0.448,1.59e-06,0.0727,0.495,124.315,audio_features,3Lm7hSTabr01oav0WdSsuD,spotify:track:3Lm7hSTabr01oav0WdSsuD,https://api.spotify.com/v1/tracks/3Lm7hSTabr01oav0WdSsuD,https://api.spotify.com/v1/audio-analysis/3Lm7hSTabr01oav0WdSsuD,216973,4
,,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,audio_features,3Am0IbOxmvlSXro7N5iSfZ,spotify:track:3Am0IbOxmvlSXro7N5iSfZ,https://api.spotify.com/v1/tracks/3Am0IbOxmvlSXro7N5iSfZ,https://api.spotify.com/v1/audio-analysis/3Am0IbOxmvlSXro7N5iSfZ,247320,4
,,0.434,0.567,1,-7.278,1,0.0309,0.396,0,0.132,0.271,175.845,audio_features,1DJgRkwljWXGb1sFxfSlOE,spotify:track:1DJgRkwljWXGb1sFxfSlOE,https://api.spotify.com/v1/tracks/1DJgRkwljWXGb1sFxfSlOE,https://api.spotify.com/v1/audio-analysis/1DJgRkwljWXGb1sFxfSlOE,251133,3
,,0.659,0.248,10,-11.169,0,0.0573,0.861,0,0.19,0.647,115.118,audio_features,7moJWeYfMTr7iWgSHvwF7Y,spotify:track:7moJWeYfMTr7iWgSHvwF7Y,https://api.spotify.com/v1/tracks/7moJWeYfMTr7iWgSHvwF7Y,https://api.spotify.com/v1/audio-analysis/7moJWeYfMTr7iWgSHvwF7Y,120133,4
,,0.52,0.61,5,-7.935,1,0.0282,0.0805,2.95e-06,0.276,0.329,144.983,audio_features,1eyq8cjUQ2daFthW2PC2GM,spotify:track:1eyq8cjUQ2daFthW2PC2GM,https://api.spotify.com/v1/tracks/1eyq8cjUQ2daFthW2PC2GM,https://api.spotify.com/v1/audio-analysis/1eyq8cjUQ2daFthW2PC2GM,258333,4
,,0.702,0.933,2,-11.876,1,0.0492,0.0519,0.000128,0.155,0.896,115.114,audio_features,5eFiEFtrq5dLgVHSZANUNl,spotify:track:5eFiEFtrq5dLgVHSZANUNl,https://api.spotify.com/v1/tracks/5eFiEFtrq5dLgVHSZANUNl,https://api.spotify.com/v1/audio-analysis/5eFiEFtrq5dLgVHSZANUNl,205533,4
,,0.798,0.817,11,-11.337,0,0.121,0.00596,6.29e-05,0.0548,0.446,105.931,audio_features,6FfdQJ9HJcJAvsPVIyoGZ5,spotify:track:6FfdQJ9HJcJAvsPVIyoGZ5,https://api.spotify.com/v1/tracks/6FfdQJ9HJcJAvsPVIyoGZ5,https://api.spotify.com/v1/audio-analysis/6FfdQJ9HJcJAvsPVIyoGZ5,291667,4
,,0.496,0.458,10,-11.595,1,0.0483,0.77,2.37e-05,0.128,0.926,183.883,audio_features,14wJrdauNlJgWDr5QrOJ6E,spotify:track:14wJrdauNlJgWDr5QrOJ6E,https://api.spotify.com/v1/tracks/14wJrdauNlJgWDr5QrOJ6E,https://api.spotify.com/v1/audio-analysis/14wJrdauNlJgWDr5QrOJ6E,131973,4
,,0.619,0.552,4,-8.927,0,0.167,0.0175,0,0.0465,0.63,174.603,audio_features,4zygTlD6BMAZ3oGauPSod5,spotify:track:4zygTlD6BMAZ3oGauPSod5,https://api.spotify.com/v1/tracks/4zygTlD6BMAZ3oGauPSod5,https://api.spotify.com/v1/audio-analysis/4zygTlD6BMAZ3oGauPSod5,254333,4
,,0.762,0.324,4,-7.447,0,0.329,0.0663,2.33e-06,0.095,0.482,209.819,audio_features,5gOYXiA88QUy9DdWR4oNni,spotify:track:5gOYXiA88QUy9DdWR4oNni,https://api.spotify.com/v1/tracks/5gOYXiA88QUy9DdWR4oNni,https://api.spotify.com/v1/audio-analysis/5gOYXiA88QUy9DdWR4oNni,170933,4
,,0.812,0.604,11,-8.301,0,0.365,0.152,0,0.0702,0.66,119.933,audio_features,5XubNvw0JcXs3jAVH4nH5q,spotify:track:5XubNvw0JcXs3jAVH4nH5q,https://api.spotify.com/v1/tracks/5XubNvw0JcXs3jAVH4nH5q,https://api.spotify.com/v1/audio-analysis/5XubNvw0JcXs3jAVH4nH5q,176133,4
,,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,audio_features,2bL2gyO6kBdLkNSkxXNh6x,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,https://api.spotify.com/v1/tracks/2bL2gyO6kBdLkNSkxXNh6x,https://api.spotify.com/v1/audio-analysis/2bL2gyO6kBdLkNSkxXNh6x,231013,4
,,0.805,0.896,7,-2.53,0,0.0414,0.0176,0.00293,0.336,0.776,98.738,audio_features,3x9LFpV6tzq0qWaBMvY2UT,spotify:track:3x9LFpV6tzq0qWaBMvY2UT,https://api.spotify.com/v1/tracks/3x9LFpV6tzq0qWaBMvY2UT,https://api.spotify.com/v1/audio-analysis/3x9LFpV6tzq0qWaBMvY2UT,231773,4
,,0.625,0.872,11,-6.843,0,0.0282,0.0184,2.55e-06,0.0733,0.669,131.959,audio_features,4xuaYDjRnSWO7o51gHKiRa,spotify:track:4xuaYDjRnSWO7o51gHKiRa,https://api.spotify.com/v1/tracks/4xuaYDjRnSWO7o51gHKiRa,https://api.spotify.com/v1/audio-analysis/4xuaYDjRnSWO7o51gHKiRa,241733,4
,,0.532,0.373,9,-16.099,1,0.0282,0.0424,0.779,0.133,0.559,112.16,audio_features,1DIhGrVGZamMWrsV0U3maT,spotify:track:1DIhGrVGZamMWrsV0U3maT,https://api.spotify.com/v1/tracks/1DIhGrVGZamMWrsV0U3maT,https://api.spotify.com/v1/audio-analysis/1DIhGrVGZamMWrsV0U3maT,151973,4
,,0.563,0.847,1,-4.493,1,0.0468,0.0891,0,0.121,0.666,96.06,audio_features,3J5jotqUAjU479WhAiNkpU,spotify:track:3J5jotqUAjU479WhAiNkpU,https://api.spotify.com/v1/tracks/3J5jotqUAjU479WhAiNkpU,https://api.spotify.com/v1/audio-analysis/3J5jotqUAjU479WhAiNkpU,212720,4
,,0.82,0.826,2,-7.012,0,0.0546,0.061,0,0.0904,0.939,105.988,audio_features,7khLgMuA7m4SA6aaDv1QSv,spotify:track:7khLgMuA7m4SA6aaDv1QSv,https://api.spotify.com/v1/tracks/7khLgMuA7m4SA6aaDv1QSv,https://api.spotify.com/v1/audio-analysis/7khLgMuA7m4SA6aaDv1QSv,207547,4
,,0.655,0.786,3,-4.451,1,0.034,0.163,5.99e-05,0.124,0.378,113.964,audio_features,2YVCkTYJpv5jelYrHYoEG8,spotify:track:2YVCkTYJpv5jelYrHYoEG8,https://api.spotify.com/v1/tracks/2YVCkTYJpv5jelYrHYoEG8,https://api.spotify.com/v1/audio-analysis/2YVCkTYJpv5jelYrHYoEG8,256013,4
,,0.569,0.968,5,-3.72,0,0.0487,0.00108,0.00153,0.0814,0.568,117.783,audio_features,5EWtBjCLy21d1hY9zdaEe8,spotify:track:5EWtBjCLy21d1hY9zdaEe8,https://api.spotify.com/v1/tracks/5EWtBjCLy21d1hY9zdaEe8,https://api.spotify.com/v1/audio-analysis/5EWtBjCLy21d1hY9zdaEe8,346533,4
,,0.649,0.379,8,-7.947,1,0.0269,0.771,0,0.197,0.804,136.981,audio_features,3SIBXtSP10IMxmdOxmulGY,spotify:track:3SIBXtSP10IMxmdOxmulGY,https://api.spotify.com/v1/tracks/3SIBXtSP10IMxmdOxmulGY,https://api.spotify.com/v1/audio-analysis/3SIBXtSP10IMxmdOxmulGY,162040,4
,,0.64,0.479,7,-11.55,1,0.467,0.881,0.000171,0.0973,0.79,166.868,audio_features,3axPhcbhVDOA9MnhkUrFcE,spotify:track:3axPhcbhVDOA9MnhkUrFcE,https://api.spotify.com/v1/tracks/3axPhcbhVDOA9MnhkUrFcE,https://api.spotify.com/v1/audio-analysis/3axPhcbhVDOA9MnhkUrFcE,161933,4
,,0.855,0.674,7,-4.328,1,0.314,0.165,0,0.0548,0.578,95.991,audio_features,6YB6CK4Tsb0BgtxCEL9KlI,spotify:track:6YB6CK4Tsb0BgtxCEL9KlI,https://api.spotify.com/v1/tracks/6YB6CK4Tsb0BgtxCEL9KlI,https://api.spotify.com/v1/audio-analysis/6YB6CK4Tsb0BgtxCEL9KlI,242253,4
,,0.417,0.285,1,-15.045,0,0.0282,0.602,1.18e-05,0.123,0.168,87.874,audio_features,4gwzrEPsKWrMmYFzfn7MVe,spotify:track:4gwzrEPsKWrMmYFzfn7MVe,https://api.spotify.com/v1/tracks/4gwzrEPsKWrMmYFzfn7MVe,https://api.spotify.com/v1/audio-analysis/4gwzrEPsKWrMmYFzfn7MVe,272720,4
,,0.536,0.674,3,-9.418,1,0.0648,0.395,1.71e-05,0.231,0.586,162.948,audio_features,6PygGAmpvTfty4Clx53ft2,spotify:track:6PygGAmpvTfty4Clx53ft2,https://api.spotify.com/v1/tracks/6PygGAmpvTfty4Clx53ft2,https://api.spotify.com/v1/audio-analysis/6PygGAmpvTfty4Clx53ft2,224373,4
,,0.559,0.365,5,-13.654,1,0.0332,0.686,0,0.0771,0.534,74.802,audio_features,0t6DdFmFQhQYWhmfa5FJer,spotify:track:0t6DdFmFQhQYWhmfa5FJer,https://api.spotify.com/v1/tracks/0t6DdFmFQhQYWhmfa5FJer,https://api.spotify.com/v1/audio-analysis/0t6DdFmFQhQYWhmfa5FJer,277240,4
,,0.42,0.0475,10,-18.725,1,0.0537,0.851,1.47e-05,0.0951,0.292,182.919,audio_features,2Qtk9KM37ibE5w3M6TQHV3,spotify:track:2Qtk9KM37ibE5w3M6TQHV3,https://api.spotify.com/v1/tracks/2Qtk9KM37ibE5w3M6TQHV3,https://api.spotify.com/v1/audio-analysis/2Qtk9KM37ibE5w3M6TQHV3,155400,3
,,0.579,0.223,11,-20.208,1,0.0364,0.0439,0.00232,0.0613,0.532,159.696,audio_features,2KY0QUeRY3IPuJI1gyU9BJ,spotify:track:2KY0QUeRY3IPuJI1gyU9BJ,https://api.spotify.com/v1/tracks/2KY0QUeRY3IPuJI1gyU9BJ,https://api.spotify.com/v1/audio-analysis/2KY0QUeRY3IPuJI1gyU9BJ,268200,4
,,0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,audio_features,1bKQ48M9onID2kbSpRy8kK,spotify:track:1bKQ48M9onID2kbSpRy8kK,https://api.spotify.com/v1/tracks/1bKQ48M9onID2kbSpRy8kK,https://api.spotify.com/v1/audio-analysis/1bKQ48M9onID2kbSpRy8kK,273333,3
,,0.531,0.0933,3,-22.251,1,0.0309,0.942,0.0014,0.0945,0.214,99.382,audio_features,2rxK2vd9P8QM1TEbyGFjoY,spotify:track:2rxK2vd9P8QM1TEbyGFjoY,https://api.spotify.com/v1/tracks/2rxK2vd9P8QM1TEbyGFjoY,https://api.spotify.com/v1/audio-analysis/2rxK2vd9P8QM1TEbyGFjoY,343000,4
,,0.34,0.566,7,-15.999,1,0.0405,0.306,0.277,0.12,0.501,139.381,audio_features,65P1kWWq2FOig9q2POBD4K,spotify:track:65P1kWWq2FOig9q2POBD4K,https://api.spotify.com/v1/tracks/65P1kWWq2FOig9q2POBD4K,https://api.spotify.com/v1/audio-analysis/65P1kWWq2FOig9q2POBD4K,293971,4
,,0.776,0.752,8,-4.711,0,0.193,0.325,0,0.33,0.716,140.013,audio_features,2oHDJHNondITqbl8xZ9vPn,spotify:track:2oHDJHNondITqbl8xZ9vPn,https://api.spotify.com/v1/tracks/2oHDJHNondITqbl8xZ9vPn,https://api.spotify.com/v1/audio-analysis/2oHDJHNondITqbl8xZ9vPn,192705,4
,,0.637,0.718,6,-6.171,0,0.075,0.00832,0.000219,0.227,0.0801,120.029,audio_features,4ct6fY3UwHrY4IJIasEDfl,spotify:track:4ct6fY3UwHrY4IJIasEDfl,https://api.spotify.com/v1/tracks/4ct6fY3UwHrY4IJIasEDfl,https://api.spotify.com/v1/audio-analysis/4ct6fY3UwHrY4IJIasEDfl,192000,4
,,0.449,0.406,11,-11.983,0,0.374,0.855,0.0142,0.102,0.396,103.507,audio_features,4XkCSv4XGYhVoPu3lGjHLs,spotify:track:4XkCSv4XGYhVoPu3lGjHLs,https://api.spotify.com/v1/tracks/4XkCSv4XGYhVoPu3lGjHLs,https://api.spotify.com/v1/audio-analysis/4XkCSv4XGYhVoPu3lGjHLs,213578,4
,,0.793,0.637,10,-11.037,0,0.0309,0.0155,0.219,0.0765,0.943,116.832,audio_features,11vItFXykyMe5BNKmItbo2,spotify:track:11vItFXykyMe5BNKmItbo2,https://api.spotify.com/v1/tracks/11vItFXykyMe5BNKmItbo2,https://api.spotify.com/v1/audio-analysis/11vItFXykyMe5BNKmItbo2,302200,4
,,0.617,0.668,11,-9.821,1,0.0409,0.122,0,0.279,0.901,95.083,audio_features,1kgtLKvVAxeci5kU0u5ov7,spotify:track:1kgtLKvVAxeci5kU0u5ov7,https://api.spotify.com/v1/tracks/1kgtLKvVAxeci5kU0u5ov7,https://api.spotify.com/v1/audio-analysis/1kgtLKvVAxeci5kU0u5ov7,142613,4
,,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,audio_features,32lItqlMi4LBhb4k0BaSaC,spotify:track:32lItqlMi4LBhb4k0BaSaC,https://api.spotify.com/v1/tracks/32lItqlMi4LBhb4k0BaSaC,https://api.spotify.com/v1/audio-analysis/32lItqlMi4LBhb4k0BaSaC,227533,4
,,0.231,0.976,10,-27.426,0,0.0487,0.152,0.987,0.48,0.00672,96.552,audio_features,3L1JHXiqNOJ57w3n2R3HyU,spotify:track:3L1JHXiqNOJ57w3n2R3HyU,https://api.spotify.com/v1/tracks/3L1JHXiqNOJ57w3n2R3HyU,https://api.spotify.com/v1/audio-analysis/3L1JHXiqNOJ57w3n2R3HyU,131500,5
,,0.435,0.352,2,-7.815,0,0.0371,0.814,0,0.247,0.345,85.82,audio_features,4Sav8RLaXMBpTZX6xNPj0K,spotify:track:4Sav8RLaXMBpTZX6xNPj0K,https://api.spotify.com/v1/tracks/4Sav8RLaXMBpTZX6xNPj0K,https://api.spotify.com/v1/audio-analysis/4Sav8RLaXMBpTZX6xNPj0K,178233,3
,,0.383,0.563,1,-9.648,1,0.255,0.535,3.22e-05,0.196,0.584,158.512,audio_features,7LOR8Rdc5n2EkduOXZeTp6,spotify:track:7LOR8Rdc5n2EkduOXZeTp6,https://api.spotify.com/v1/tracks/7LOR8Rdc5n2EkduOXZeTp6,https://api.spotify.com/v1/audio-analysis/7LOR8Rdc5n2EkduOXZeTp6,104151,3
,,0.497,0.787,9,-11.039,1,0.0734,0.165,0.522,0.17,0.812,134.598,audio_features,7yn7rpRvg6XCq10B94etIp,spotify:track:7yn7rpRvg6XCq10B94etIp,https://api.spotify.com/v1/tracks/7yn7rpRvg6XCq10B94etIp,https://api.spotify.com/v1/audio-analysis/7yn7rpRvg6XCq10B94etIp,207467,4
,,0.725,0.845,9,-5.871,0,0.0787,0.124,0.00404,0.243,0.869,110.728,audio_features,0QvnLJFbSHr4xhDLweP40h,spotify:track:0QvnLJFbSHr4xhDLweP40h,https://api.spotify.com/v1/tracks/0QvnLJFbSHr4xhDLweP40h,https://api.spotify.com/v1/audio-analysis/0QvnLJFbSHr4xhDLweP40h,179683,4
,,0.669,0.552,0,-7.98,1,0.0587,0.807,0.000874,0.321,0.488,100.102,audio_features,4wONXG4GqWSscEyZlx300W,spotify:track:4wONXG4GqWSscEyZlx300W,https://api.spotify.com/v1/tracks/4wONXG4GqWSscEyZlx300W,https://api.spotify.com/v1/audio-analysis/4wONXG4GqWSscEyZlx300W,180800,4
,,0.694,0.453,2,-12.583,1,0.0327,0.234,0.546,0.0703,0.457,146.6,audio_features,31s2mbxcx4LX1EtZg1fUvA,spotify:track:31s2mbxcx4LX1EtZg1fUvA,https://api.spotify.com/v1/tracks/31s2mbxcx4LX1EtZg1fUvA,https://api.spotify.com/v1/audio-analysis/31s2mbxcx4LX1EtZg1fUvA,195400,4
,,0.808,0.83,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,audio_features,72PoJMDfdaw9gGECgA9kTZ,spotify:track:72PoJMDfdaw9gGECgA9kTZ,https://api.spotify.com/v1/tracks/72PoJMDfdaw9gGECgA9kTZ,https://api.spotify.com/v1/audio-analysis/72PoJMDfdaw9gGECgA9kTZ,156200,4
,,0.627,0.971,2,-3.017,1,0.0376,0.00376,4.11e-05,0.246,0.605,101.0,audio_features,5pP3WtXwZ6HjcbuJ3vhDTZ,spotify:track:5pP3WtXwZ6HjcbuJ3vhDTZ,https://api.spotify.com/v1/tracks/5pP3WtXwZ6HjcbuJ3vhDTZ,https://api.spotify.com/v1/audio-analysis/5pP3WtXwZ6HjcbuJ3vhDTZ,176987,4
,,0.445,0.209,9,-11.616,1,0.0532,0.843,0,0.107,0.383,179.42,audio_features,7wkdtZH9QgrtonWasZdK9w,spotify:track:7wkdtZH9QgrtonWasZdK9w,https://api.spotify.com/v1/tracks/7wkdtZH9QgrtonWasZdK9w,https://api.spotify.com/v1/audio-analysis/7wkdtZH9QgrtonWasZdK9w,151267,3
,,0.232,0.216,10,-10.674,1,0.0314,0.936,4.93e-06,0.246,0.432,94.268,audio_features,5DTOOkooKFUvWj1XQTFa09,spotify:track:5DTOOkooKFUvWj1XQTFa09,https://api.spotify.com/v1/tracks/5DTOOkooKFUvWj1XQTFa09,https://api.spotify.com/v1/audio-analysis/5DTOOkooKFUvWj1XQTFa09,157573,3
,,0.46,0.914,7,-9.349,1,0.0576,0.00629,7.4e-05,0.209,0.536,111.681,audio_features,0xG0R8KUwRcXgmveVvbnwn,spotify:track:0xG0R8KUwRcXgmveVvbnwn,https://api.spotify.com/v1/tracks/0xG0R8KUwRcXgmveVvbnwn,https://api.spotify.com/v1/audio-analysis/0xG0R8KUwRcXgmveVvbnwn,278707,4
