songs,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
,,0.604,0.283,9,-7.36,1,0.0358,0.758,0,0.102,0.173,82.982,audio_features,2cXATVqLE5BELCbWSHQKva,spotify:track:2cXATVqLE5BELCbWSHQKva,https://api.spotify.com/v1/tracks/2cXATVqLE5BELCbWSHQKva,https://api.spotify.com/v1/audio-analysis/2cXATVqLE5BELCbWSHQKva,211084,4
,,0.689,0.497,2,-14.377,1,0.0319,0.263,5.6e-06,0.218,0.639,114.034,audio_features,4XcUFQNTiX4IHmA4K51snP,spotify:track:4XcUFQNTiX4IHmA4K51snP,https://api.spotify.com/v1/tracks/4XcUFQNTiX4IHmA4K51snP,https://api.spotify.com/v1/audio-analysis/4XcUFQNTiX4IHmA4K51snP,212893,4
,,0.552,0.599,7,-7.863,1,0.0252,0.484,0.119,0.0876,0.656,104.304,audio_features,0BQenXmfmaVf8OBJM3MePM,spotify:track:0BQenXmfmaVf8OBJM3MePM,https://api.spotify.com/v1/tracks/0BQenXmfmaVf8OBJM3MePM,https://api.spotify.com/v1/audio-analysis/0BQenXmfmaVf8OBJM3MePM,174387,4
,,0.66,0.881,10,-7.802,0,0.0417,0.00746,0.827,0.0514,0.952,122.243,audio_features,70B5oP5ng1QYClkJ9CeWly,spotify:track:70B5oP5ng1QYClkJ9CeWly,https://api.spotify.com/v1/tracks/70B5oP5ng1QYClkJ9CeWly,https://api.spotify.com/v1/audio-analysis/70B5oP5ng1QYClkJ9CeWly,267040,4
,,0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,audio_features,6V7g6qM8wheMivMWrzbPTM,spotify:track:6V7g6qM8wheMivMWrzbPTM,https://api.spotify.com/v1/tracks/6V7g6qM8wheMivMWrzbPTM,https://api.spotify.com/v1/audio-analysis/6V7g6qM8wheMivMWrzbPTM,195637,4
,,0.306,0.098,7,-17.247,1,0.032,0.941,0.0508,0.0974,0.0966,110.333,audio_features,66YI4JFp7BcMcepibGprsN,spotify:track:66YI4JFp7BcMcepibGprsN,https://api.spotify.com/v1/tracks/66YI4JFp7BcMcepibGprsN,https://api.spotify.com/v1/audio-analysis/66YI4JFp7BcMcepibGprsN,217893,4
,,0.54,0.64,8,-8.557,1,0.0251,0.114,0.000685,0.245,0.523,97.033,audio_features,2cG2bZy32qIxWVbFrobSQ1,spotify:track:2cG2bZy32qIxWVbFrobSQ1,https://api.spotify.com/v1/tracks/2cG2bZy32qIxWVbFrobSQ1,https://api.spotify.com/v1/audio-analysis/2cG2bZy32qIxWVbFrobSQ1,317933,4
,,0.786,0.46,7,-10.701,1,0.0303,0.334,3.62e-06,0.041,0.861,132.503,audio_features,5wFdcY9O6cEn1PL6V3AEmu,spotify:track:5wFdcY9O6cEn1PL6V3AEmu,https://api.spotify.com/v1/tracks/5wFdcY9O6cEn1PL6V3AEmu,https://api.spotify.com/v1/audio-analysis/5wFdcY9O6cEn1PL6V3AEmu,257080,4
,,0.358,0.938,0,-5.577,1,0.0483,0.00375,9.2e-06,0.117,0.944,182.836,audio_features,3gxEZXUjrNbl3TlSrTGbR5,spotify:track:3gxEZXUjrNbl3TlSrTGbR5,https://api.spotify.com/v1/tracks/3gxEZXUjrNbl3TlSrTGbR5,https://api.spotify.com/v1/audio-analysis/3gxEZXUjrNbl3TlSrTGbR5,288339,4
,,0.444,0.757,11,-6.884,0,0.0541,0.699,0,0.329,0.554,154.26,audio_features,3cq6mwsjgygbwRIi9wVPGv,spotify:track:3cq6mwsjgygbwRIi9wVPGv,https://api.spotify.com/v1/tracks/3cq6mwsjgygbwRIi9wVPGv,https://api.spotify.com/v1/audio-analysis/3cq6mwsjgygbwRIi9wVPGv,215400,3
,,0.545,0.919,2,-7.679,1,0.0484,0.00272,0.00511,0.0977,0.387,104.366,audio_features,20nb0Wl1yqoEERbUSILuG1,spotify:track:20nb0Wl1yqoEERbUSILuG1,https://api.spotify.com/v1/tracks/20nb0Wl1yqoEERbUSILuG1,https://api.spotify.com/v1/audio-analysis/20nb0Wl1yqoEERbUSILuG1,313573,4
,,0.769,0.638,11,-5.054,1,0.216,0.0902,0,0.0857,0.782,115.007,audio_features,2EvwLVrnYbCZEG6Kx5DCRy,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy,https://api.spotify.com/v1/tracks/2EvwLVrnYbCZEG6Kx5DCRy,https://api.spotify.com/v1/audio-analysis/2EvwLVrnYbCZEG6Kx5DCRy,212107,4
,,0.472,0.4,0,-10.145,0,0.0388,0.698,0,0.344,0.425,115.822,audio_features,5FtczIMM0wilBq6sNjGgdW,spotify:track:5FtczIMM0wilBq6sNjGgdW,https://api.spotify.com/v1/tracks/5FtczIMM0wilBq6sNjGgdW,https://api.spotify.com/v1/audio-analysis/5FtczIMM0wilBq6sNjGgdW,142680,4
,,0.831,0.915,10,-7.501,0,0.128,0.147,0.00571,0.196,0.881,102.979,audio_features,7tsRp7QKUBp6hc9bth0h7x,spotify:track:7tsRp7QKUBp6hc9bth0h7x,https://api.spotify.com/v1/tracks/7tsRp7QKUBp6hc9bth0h7x,https://api.spotify.com/v1/audio-analysis/7tsRp7QKUBp6hc9bth0h7x,216373,4
,,0.454,0.297,1,-10.015,1,0.0336,0.978,0.00229,0.0984,0.644,179.855,audio_features,4ilDGz7GLxYWPvCvJPZtKW,spotify:track:4ilDGz7GLxYWPvCvJPZtKW,https://api.spotify.com/v1/tracks/4ilDGz7GLxYWPvCvJPZtKW,https://api.spotify.com/v1/audio-analysis/4ilDGz7GLxYWPvCvJPZtKW,129493,4
,,0.615,0.721,7,-9.703,1,0.0328,0.484,0,0.128,0.967,129.596,audio_features,5s3zYvzEpBk0WbG6AgFUBK,spotify:track:5s3zYvzEpBk0WbG6AgFUBK,https://api.spotify.com/v1/tracks/5s3zYvzEpBk0WbG6AgFUBK,https://api.spotify.com/v1/audio-analysis/5s3zYvzEpBk0WbG6AgFUBK,165787,4
,,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,audio_features,0Bo5fjMtTfCD8vHGebivqc,spotify:track:0Bo5fjMtTfCD8vHGebivqc,https://api.spotify.com/v1/tracks/0Bo5fjMtTfCD8vHGebivqc,https://api.spotify.com/v1/audio-analysis/0Bo5fjMtTfCD8vHGebivqc,168880,4
,,0.838,0.724,1,-6.9,0,0.242,7.68e-05,1.02e-06,0.162,0.537,150.192,audio_features,1bTphHXspys3RvvRxfzzIc,spotify:track:1bTphHXspys3RvvRxfzzIc,https://api.spotify.com/v1/tracks/1bTphHXspys3RvvRxfzzIc,https://api.spotify.com/v1/audio-analysis/1bTphHXspys3RvvRxfzzIc,320187,4
,,0.59,0.686,7,-6.972,0,0.0473,0.00868,1.54e-06,0.11,0.268,119.964,audio_features,4T3t85XyK9KWOvuEE9ECyX,spotify:track:4T3t85XyK9KWOvuEE9ECyX,https://api.spotify.com/v1/tracks/4T3t85XyK9KWOvuEE9ECyX,https://api.spotify.com/v1/audio-analysis/4T3t85XyK9KWOvuEE9ECyX,163000,4
,,0.384,0.887,6,-3.806,1,0.0653,0.0425,0,0.117,0.676,72.816,audio_features,5sTbbSUmIMpCWpWYMRULYV,spotify:track:5sTbbSUmIMpCWpWYMRULYV,https://api.spotify.com/v1/tracks/5sTbbSUmIMpCWpWYMRULYV,https://api.spotify.com/v1/audio-analysis/5sTbbSUmIMpCWpWYMRULYV,191027,4
,,0.515,0.759,7,-2.502,1,0.0304,0.285,0,0.242,0.579,167.875,audio_features,3U1hhlhHoEDsvdQumqo8Vb,spotify:track:3U1hhlhHoEDsvdQumqo8Vb,https://api.spotify.com/v1/tracks/3U1hhlhHoEDsvdQumqo8Vb,https://api.spotify.com/v1/audio-analysis/3U1hhlhHoEDsvdQumqo8Vb,241640,4
,,0.628,0.824,11,-3.881,1,0.0416,0.379,0,0.155,0.561,119.989,audio_features,4NwwYZgs5pKLFHy3C52woQ,spotify:track:4NwwYZgs5pKLFHy3C52woQ,https://api.spotify.com/v1/tracks/4NwwYZgs5pKLFHy3C52woQ,https://api.spotify.com/v1/audio-analysis/4NwwYZgs5pKLFHy3C52woQ,187480,4
,,0.52,0.464,7,-10.658,1,0.0268,0.732,0.897,0.187,0.146,109.004,audio_features,54W2P63VYnclleaq0e0RrS,spotify:track:54W2P63VYnclleaq0e0RrS,https://api.spotify.com/v1/tracks/54W2P63VYnclleaq0e0RrS,https://api.spotify.com/v1/audio-analysis/54W2P63VYnclleaq0e0RrS,289240,4
,,0.845,0.591,9,-14.87,1,0.0627,0.137,0.65,0.129,0.765,115.139,audio_features,7uABD1Cd6M8SGA75OxeUqB,spotify:track:7uABD1Cd6M8SGA75OxeUqB,https://api.spotify.com/v1/tracks/7uABD1Cd6M8SGA75OxeUqB,https://api.spotify.com/v1/audio-analysis/7uABD1Cd6M8SGA75OxeUqB,196827,4
,,0.675,0.166,11,-22.602,1,0.171,0.88,7.14e-05,0.0461,0.747,68.837,audio_features,4hObp5bmIJ3PP3cKA9K9GY,spotify:track:4hObp5bmIJ3PP3cKA9K9GY,https://api.spotify.com/v1/tracks/4hObp5bmIJ3PP3cKA9K9GY,https://api.spotify.com/v1/audio-analysis/4hObp5bmIJ3PP3cKA9K9GY,294400,4
,,0.832,0.87,8,-4.2,0,0.167,0.267,0,0.412,0.566,138.003,audio_features,1ARJhjuI6TNYZCxYygFQ4F,spotify:track:1ARJhjuI6TNYZCxYygFQ4F,https://api.spotify.com/v1/tracks/1ARJhjuI6TNYZCxYygFQ4F,https://api.spotify.com/v1/audio-analysis/1ARJhjuI6TNYZCxYygFQ4F,240747,4
,,0.602,0.945,2,-3.293,1,0.0623,0.0663,0,0.386,0.761,143.844,audio_features,3OxKJOPa1AqFkZGBB2HUlW,spotify:track:3OxKJOPa1AqFkZGBB2HUlW,https://api.spotify.com/v1/tracks/3OxKJOPa1AqFkZGBB2HUlW,https://api.spotify.com/v1/audio-analysis/3OxKJOPa1AqFkZGBB2HUlW,209733,4
,,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,audio_features,3SdTKo2uVsxFblQjpScoHy,spotify:track:3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/tracks/3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/audio-analysis/3SdTKo2uVsxFblQjpScoHy,180056,4
,,0.587,0.439,4,-9.155,1,0.025,0.777,0,0.135,0.296,93.082,audio_features,6I3qU3M4Fvt8qPZcCpnHSr,spotify:track:6I3qU3M4Fvt8qPZcCpnHSr,https://api.spotify.com/v1/tracks/6I3qU3M4Fvt8qPZcCpnHSr,https://api.spotify.com/v1/audio-analysis/6I3qU3M4Fvt8qPZcCpnHSr,172789,4
,,0.575,0.648,10,-4.891,1,0.0358,0.583,0,0.115,0.466,75.977,audio_features,4SqWKzw0CbA05TGszDgMlc,spotify:track:4SqWKzw0CbA05TGszDgMlc,https://api.spotify.com/v1/tracks/4SqWKzw0CbA05TGszDgMlc,https://api.spotify.com/v1/audio-analysis/4SqWKzw0CbA05TGszDgMlc,160240,4
,,0.489,0.581,11,-5.731,1,0.0281,0.0312,0,0.132,0.494,86.016,audio_features,42fw0rxRO2xbesF6mJfd4Y,spotify:track:42fw0rxRO2xbesF6mJfd4Y,https://api.spotify.com/v1/tracks/42fw0rxRO2xbesF6mJfd4Y,https://api.spotify.com/v1/audio-analysis/42fw0rxRO2xbesF6mJfd4Y,196747,4
,,0.154,0.215,1,-15.413,1,0.0346,0.676,0.00146,0.112,0.115,166.209,audio_features,6s6h2XK7Nl8lEcTzr7ezeB,spotify:track:6s6h2XK7Nl8lEcTzr7ezeB,https://api.spotify.com/v1/tracks/6s6h2XK7Nl8lEcTzr7ezeB,https://api.spotify.com/v1/audio-analysis/6s6h2XK7Nl8lEcTzr7ezeB,190773,3
,,0.516,0.622,6,-5.659,0,0.0473,0.279,0,0.0781,0.675,188.023,audio_features,6suvEFYH0RFjwN95Yvo3kg,spotify:track:6suvEFYH0RFjwN95Yvo3kg,https://api.spotify.com/v1/tracks/6suvEFYH0RFjwN95Yvo3kg,https://api.spotify.com/v1/audio-analysis/6suvEFYH0RFjwN95Yvo3kg,273373,4
,,0.662,0.61,8,-6.522,1,0.224,0.0395,0.000129,0.196,0.854,179.548,audio_features,7DqBQi6rFeq02auKUBy5Xe,spotify:track:7DqBQi6rFeq02auKUBy5Xe,https://api.spotify.com/v1/tracks/7DqBQi6rFeq02auKUBy5Xe,https://api.spotify.com/v1/audio-analysis/7DqBQi6rFeq02auKUBy5Xe,224347,4
,,0.587,0.411,8,-8.758,1,0.0475,0.185,0,0.273,0.53,140.277,audio_features,4O2bxKTnK9En7OPw8kGDDF,spotify:track:4O2bxKTnK9En7OPw8kGDDF,https://api.spotify.com/v1/tracks/4O2bxKTnK9En7OPw8kGDDF,https://api.spotify.com/v1/audio-analysis/4O2bxKTnK9En7OPw8kGDDF,175125,4
,,0.629,0.771,10,-9.035,1,0.0421,0.0678,0.00176,0.276,0.886,120.281,audio_features,2gyHEKBTJMXdSAatfR5189,spotify:track:2gyHEKBTJMXdSAatfR5189,https://api.spotify.com/v1/tracks/2gyHEKBTJMXdSAatfR5189,https://api.spotify.com/v1/audio-analysis/2gyHEKBTJMXdSAatfR5189,271093,4
,,0.433,0.465,3,-10.427,1,0.0253,0.512,0.285,0.258,0.75,83.757,audio_features,4Bum7VuVFzfXPHb3VF9GFB,spotify:track:4Bum7VuVFzfXPHb3VF9GFB,https://api.spotify.com/v1/tracks/4Bum7VuVFzfXPHb3VF9GFB,https://api.spotify.com/v1/audio-analysis/4Bum7VuVFzfXPHb3VF9GFB,174864,4
,,0.494,0.729,8,-6.737,1,0.0394,0.662,0.0012,0.165,0.896,185.871,audio_features,3SSiF3KnJ5HjVdllif0M2z,spotify:track:3SSiF3KnJ5HjVdllif0M2z,https://api.spotify.com/v1/tracks/3SSiF3KnJ5HjVdllif0M2z,https://api.spotify.com/v1/audio-analysis/3SSiF3KnJ5HjVdllif0M2z,196760,4
,,0.688,0.734,9,-4.569,1,0.0274,0.00462,0,0.0756,0.46,140.004,audio_features,2hns6Dv29Yrg68AVTJiAyA,spotify:track:2hns6Dv29Yrg68AVTJiAyA,https://api.spotify.com/v1/tracks/2hns6Dv29Yrg68AVTJiAyA,https://api.spotify.com/v1/audio-analysis/2hns6Dv29Yrg68AVTJiAyA,208493,4
,,0.799,0.596,11,-7.216,1,0.302,0.0225,0,0.077,0.299,76.009,audio_features,5sXYCAzaTHonbB7OVqU0TI,spotify:track:5sXYCAzaTHonbB7OVqU0TI,https://api.spotify.com/v1/tracks/5sXYCAzaTHonbB7OVqU0TI,https://api.spotify.com/v1/audio-analysis/5sXYCAzaTHonbB7OVqU0TI,161053,4
,,0.53,0.664,0,-5.791,1,0.0316,0.329,0,0.157,0.846,118.93,audio_features,4QA7qq93cMngOaSNEZVOXa,spotify:track:4QA7qq93cMngOaSNEZVOXa,https://api.spotify.com/v1/tracks/4QA7qq93cMngOaSNEZVOXa,https://api.spotify.com/v1/audio-analysis/4QA7qq93cMngOaSNEZVOXa,153107,4
,,0.497,0.961,7,-5.774,1,0.0691,0.246,0.00125,0.129,0.675,105.593,audio_features,6UxGF7LGJ5qE0LJViSTsA2,spotify:track:6UxGF7LGJ5qE0LJViSTsA2,https://api.spotify.com/v1/tracks/6UxGF7LGJ5qE0LJViSTsA2,https://api.spotify.com/v1/audio-analysis/6UxGF7LGJ5qE0LJViSTsA2,225107,4
,,0.507,0.613,9,-10.629,1,0.033,0.107,0,0.355,0.799,143.032,audio_features,50PCumyqMXOvzuJSWrTAcj,spotify:track:50PCumyqMXOvzuJSWrTAcj,https://api.spotify.com/v1/tracks/50PCumyqMXOvzuJSWrTAcj,https://api.spotify.com/v1/audio-analysis/50PCumyqMXOvzuJSWrTAcj,241160,4
,,0.835,0.737,4,-9.907,0,0.357,0.265,0,0.569,0.694,118.841,audio_features,4omOeY0vVmLl7fONFD15JA,spotify:track:4omOeY0vVmLl7fONFD15JA,https://api.spotify.com/v1/tracks/4omOeY0vVmLl7fONFD15JA,https://api.spotify.com/v1/audio-analysis/4omOeY0vVmLl7fONFD15JA,375867,4
,,0.779,0.834,7,-2.773,1,0.162,0.0343,0,0.0886,0.8,100.46,audio_features,7JKEA8xYDoFp4q0QBW2PGg,spotify:track:7JKEA8xYDoFp4q0QBW2PGg,https://api.spotify.com/v1/tracks/7JKEA8xYDoFp4q0QBW2PGg,https://api.spotify.com/v1/audio-analysis/7JKEA8xYDoFp4q0QBW2PGg,198347,4
,,0.766,0.378,6,-11.324,0,0.0358,0.915,0.96,0.0853,0.112,100.029,audio_features,3AlJC0fWYvZtC8xoxsC8NO,spotify:track:3AlJC0fWYvZtC8xoxsC8NO,https://api.spotify.com/v1/tracks/3AlJC0fWYvZtC8xoxsC8NO,https://api.spotify.com/v1/audio-analysis/3AlJC0fWYvZtC8xoxsC8NO,206472,4
,,0.675,0.74,2,-5.551,1,0.052,0.633,0,0.149,0.836,123.651,audio_features,1gcY3t8AODYm42HsxVPo8R,spotify:track:1gcY3t8AODYm42HsxVPo8R,https://api.spotify.com/v1/tracks/1gcY3t8AODYm42HsxVPo8R,https://api.spotify.com/v1/audio-analysis/1gcY3t8AODYm42HsxVPo8R,158000,4
,,0.282,0.255,1,-10.293,1,0.0295,0.608,0.00615,0.0953,0.0416,99.134,audio_features,5ezsQ0YwYPZC0ZHVGA9yqB,spotify:track:5ezsQ0YwYPZC0ZHVGA9yqB,https://api.spotify.com/v1/tracks/5ezsQ0YwYPZC0ZHVGA9yqB,https://api.spotify.com/v1/audio-analysis/5ezsQ0YwYPZC0ZHVGA9yqB,207173,4
,,0.563,0.847,1,-4.493,1,0.0468,0.0891,0,0.121,0.666,96.06,audio_features,3J5jotqUAjU479WhAiNkpU,spotify:track:3J5jotqUAjU479WhAiNkpU,https://api.spotify.com/v1/tracks/3J5jotqUAjU479WhAiNkpU,https://api.spotify.com/v1/audio-analysis/3J5jotqUAjU479WhAiNkpU,212720,4
,,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,audio_features,6oJ6le65B3SEqPwMRNXWjY,spotify:track:6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267,4
,,0.505,0.747,8,-5.422,1,0.0308,0.064,0.00647,0.244,0.529,139.865,audio_features,0XVR94voJPToKX1XoOw0ot,spotify:track:0XVR94voJPToKX1XoOw0ot,https://api.spotify.com/v1/tracks/0XVR94voJPToKX1XoOw0ot,https://api.spotify.com/v1/audio-analysis/0XVR94voJPToKX1XoOw0ot,223090,4
,,0.632,0.731,1,-4.191,1,0.262,0.0826,0,0.0514,0.785,89.483,audio_features,3j1UrSXCeWYa5ltei4ZAxt,spotify:track:3j1UrSXCeWYa5ltei4ZAxt,https://api.spotify.com/v1/tracks/3j1UrSXCeWYa5ltei4ZAxt,https://api.spotify.com/v1/audio-analysis/3j1UrSXCeWYa5ltei4ZAxt,238680,4
,,0.618,0.454,7,-14.067,0,0.0481,0.752,0.173,0.0383,0.702,96.452,audio_features,6qW4PCDbeCOZAmNeMeQjHg,spotify:track:6qW4PCDbeCOZAmNeMeQjHg,https://api.spotify.com/v1/tracks/6qW4PCDbeCOZAmNeMeQjHg,https://api.spotify.com/v1/audio-analysis/6qW4PCDbeCOZAmNeMeQjHg,421760,4
,,0.639,0.457,4,-7.749,1,0.029,0.0805,0.000147,0.114,0.199,77.976,audio_features,5N2ybHaC9tqFvYxGj70haX,spotify:track:5N2ybHaC9tqFvYxGj70haX,https://api.spotify.com/v1/tracks/5N2ybHaC9tqFvYxGj70haX,https://api.spotify.com/v1/audio-analysis/5N2ybHaC9tqFvYxGj70haX,202040,4
,,0.784,0.459,4,-9.74,0,0.317,0.0847,0,0.079,0.618,164.062,audio_features,7kAFSrTIOiVZ0gnHBuAH3l,spotify:track:7kAFSrTIOiVZ0gnHBuAH3l,https://api.spotify.com/v1/tracks/7kAFSrTIOiVZ0gnHBuAH3l,https://api.spotify.com/v1/audio-analysis/7kAFSrTIOiVZ0gnHBuAH3l,304000,4
,,0.559,0.562,9,-9.735,1,0.0274,0.00655,0,0.0863,0.633,111.383,audio_features,7CG8Oz7GD8cTdU9SausPhj,spotify:track:7CG8Oz7GD8cTdU9SausPhj,https://api.spotify.com/v1/tracks/7CG8Oz7GD8cTdU9SausPhj,https://api.spotify.com/v1/audio-analysis/7CG8Oz7GD8cTdU9SausPhj,216907,4
,,0.866,0.857,9,-5.894,1,0.0664,0.13,0.0017,0.13,0.408,130.049,audio_features,3opVsyWVYEAFK9bJAG8Opa,spotify:track:3opVsyWVYEAFK9bJAG8Opa,https://api.spotify.com/v1/tracks/3opVsyWVYEAFK9bJAG8Opa,https://api.spotify.com/v1/audio-analysis/3opVsyWVYEAFK9bJAG8Opa,251440,4
,,0.802,0.785,9,-4.781,1,0.207,0.14,0,0.123,0.435,99.998,audio_features,2wGSgTmgSF3xjRrHkTc25R,spotify:track:2wGSgTmgSF3xjRrHkTc25R,https://api.spotify.com/v1/tracks/2wGSgTmgSF3xjRrHkTc25R,https://api.spotify.com/v1/audio-analysis/2wGSgTmgSF3xjRrHkTc25R,206400,4
,,0.536,0.619,7,-7.708,0,0.0398,0.0911,8.85e-06,0.101,0.393,120.036,audio_features,2ozVWxnwOyz96RogrwYf8t,spotify:track:2ozVWxnwOyz96RogrwYf8t,https://api.spotify.com/v1/tracks/2ozVWxnwOyz96RogrwYf8t,https://api.spotify.com/v1/audio-analysis/2ozVWxnwOyz96RogrwYf8t,213321,4
,,0.484,0.776,9,-6.48,1,0.0312,0.00371,0.109,0.131,0.495,171.935,audio_features,1tuwC1Ob5vnYZhvg3zyzJg,spotify:track:1tuwC1Ob5vnYZhvg3zyzJg,https://api.spotify.com/v1/tracks/1tuwC1Ob5vnYZhvg3zyzJg,https://api.spotify.com/v1/audio-analysis/1tuwC1Ob5vnYZhvg3zyzJg,448467,4
,,0.638,0.759,7,-11.105,1,0.0348,0.0829,0.947,0.154,0.507,120.008,audio_features,5NLEuDQaFWvAfMki8HXVuW,spotify:track:5NLEuDQaFWvAfMki8HXVuW,https://api.spotify.com/v1/tracks/5NLEuDQaFWvAfMki8HXVuW,https://api.spotify.com/v1/audio-analysis/5NLEuDQaFWvAfMki8HXVuW,142547,4
,,0.739,0.896,7,-5.549,1,0.111,0.142,0,0.0614,0.854,124.011,audio_features,2Cp5fKWX5eJ4TgU9IYFPxG,spotify:track:2Cp5fKWX5eJ4TgU9IYFPxG,https://api.spotify.com/v1/tracks/2Cp5fKWX5eJ4TgU9IYFPxG,https://api.spotify.com/v1/audio-analysis/2Cp5fKWX5eJ4TgU9IYFPxG,413707,4
,,0.662,0.891,3,-7.245,1,0.0349,0.0103,3.64e-06,0.634,0.743,107.75,audio_features,3u5e3ovyvQLoauwUzWezvX,spotify:track:3u5e3ovyvQLoauwUzWezvX,https://api.spotify.com/v1/tracks/3u5e3ovyvQLoauwUzWezvX,https://api.spotify.com/v1/audio-analysis/3u5e3ovyvQLoauwUzWezvX,239267,4
,,0.726,0.441,0,-16.405,1,0.0945,0.955,0.2,0.096,0.685,86.717,audio_features,4nSE6hEh0vxzjDVf8yvjjQ,spotify:track:4nSE6hEh0vxzjDVf8yvjjQ,https://api.spotify.com/v1/tracks/4nSE6hEh0vxzjDVf8yvjjQ,https://api.spotify.com/v1/audio-analysis/4nSE6hEh0vxzjDVf8yvjjQ,245240,4
,,0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701,audio_features,3dh2LlmeMqKJbzn2WUgt3d,spotify:track:3dh2LlmeMqKJbzn2WUgt3d,https://api.spotify.com/v1/tracks/3dh2LlmeMqKJbzn2WUgt3d,https://api.spotify.com/v1/audio-analysis/3dh2LlmeMqKJbzn2WUgt3d,228427,4
,,0.628,0.479,4,-7.562,1,0.0283,0.559,8.69e-05,0.201,0.85,87.587,audio_features,0Ao3qWJKueyfs3iqwGN30F,spotify:track:0Ao3qWJKueyfs3iqwGN30F,https://api.spotify.com/v1/tracks/0Ao3qWJKueyfs3iqwGN30F,https://api.spotify.com/v1/audio-analysis/0Ao3qWJKueyfs3iqwGN30F,164676,4
,,0.642,0.791,5,-6.782,1,0.0503,0.00604,2.85e-06,0.442,0.937,111.031,audio_features,46wRVsmiyO8ephW0wbKtjZ,spotify:track:46wRVsmiyO8ephW0wbKtjZ,https://api.spotify.com/v1/tracks/46wRVsmiyO8ephW0wbKtjZ,https://api.spotify.com/v1/audio-analysis/46wRVsmiyO8ephW0wbKtjZ,84080,4
,,0.421,0.72,3,-9.071,1,0.217,0.11,5.85e-05,0.0557,0.787,197.535,audio_features,55eqxcMFb92snDL5ays5Uf,spotify:track:55eqxcMFb92snDL5ays5Uf,https://api.spotify.com/v1/tracks/55eqxcMFb92snDL5ays5Uf,https://api.spotify.com/v1/audio-analysis/55eqxcMFb92snDL5ays5Uf,194093,4
,,0.528,0.564,0,-8.26,0,0.137,0.176,6.29e-06,0.336,0.488,123.661,audio_features,5izLVT8u9eZJ28abfpr3Ow,spotify:track:5izLVT8u9eZJ28abfpr3Ow,https://api.spotify.com/v1/tracks/5izLVT8u9eZJ28abfpr3Ow,https://api.spotify.com/v1/audio-analysis/5izLVT8u9eZJ28abfpr3Ow,218884,4
,,0.679,0.728,8,-9.539,1,0.0378,0.405,0.00261,0.0506,0.852,109.623,audio_features,1UiKUFbCfgbVjwY8W657Pv,spotify:track:1UiKUFbCfgbVjwY8W657Pv,https://api.spotify.com/v1/tracks/1UiKUFbCfgbVjwY8W657Pv,https://api.spotify.com/v1/audio-analysis/1UiKUFbCfgbVjwY8W657Pv,178827,4
,,0.724,0.45,4,-5.763,0,0.0497,0.0315,1.42e-05,0.111,0.464,140.978,audio_features,3K6U7TamNyVSWcFH8pCQHX,spotify:track:3K6U7TamNyVSWcFH8pCQHX,https://api.spotify.com/v1/tracks/3K6U7TamNyVSWcFH8pCQHX,https://api.spotify.com/v1/audio-analysis/3K6U7TamNyVSWcFH8pCQHX,180560,4
,,0.901,0.379,5,-8.861,0,0.229,0.324,0,0.158,0.627,126.974,audio_features,4lghbrxf9haQUp6BuRjAEq,spotify:track:4lghbrxf9haQUp6BuRjAEq,https://api.spotify.com/v1/tracks/4lghbrxf9haQUp6BuRjAEq,https://api.spotify.com/v1/audio-analysis/4lghbrxf9haQUp6BuRjAEq,122213,4
,,0.561,0.897,4,-6.076,0,0.111,0.0454,0,0.0845,0.422,122.914,audio_features,4hdKgDxQMLEoiNwzL1Wu5y,spotify:track:4hdKgDxQMLEoiNwzL1Wu5y,https://api.spotify.com/v1/tracks/4hdKgDxQMLEoiNwzL1Wu5y,https://api.spotify.com/v1/audio-analysis/4hdKgDxQMLEoiNwzL1Wu5y,225773,4
,,0.53,0.951,8,-3.555,1,0.0401,0.00216,0,0.0454,0.813,144.878,audio_features,3bSq5OpEWmLK1o8F7saR2F,spotify:track:3bSq5OpEWmLK1o8F7saR2F,https://api.spotify.com/v1/tracks/3bSq5OpEWmLK1o8F7saR2F,https://api.spotify.com/v1/audio-analysis/3bSq5OpEWmLK1o8F7saR2F,184227,4
,,0.359,0.287,0,-9.51,1,0.0303,0.882,0.00607,0.186,0.189,130.135,audio_features,0IaMMHVbpJ0LrRAeigWOXr,spotify:track:0IaMMHVbpJ0LrRAeigWOXr,https://api.spotify.com/v1/tracks/0IaMMHVbpJ0LrRAeigWOXr,https://api.spotify.com/v1/audio-analysis/0IaMMHVbpJ0LrRAeigWOXr,227133,4
